대분류코드,대분류코드명,중분류코드,중분류코드명,소분류코드,소분류코드명
HG,사회과학,HG10,인류학,HG1008,정보/과학기술인류학
HG,사회과학,HG10,인류학,HG1009,교육인류학
HG,사회과학,HG10,인류학,HG1010,문화사/역사인류학
HG,사회과학,HG10,인류학,HG1011,가족/친족/혼인
HG,사회과학,HG10,인류학,HG1012,여성(인류)
HG,사회과학,HG10,인류학,HG1013,종교/의례/신화
HG,사회과학,HG10,인류학,HG1014,문화이론
HG,사회과학,HG10,인류학,HG1015,이주/다문화
HG,사회과학,HG10,인류학,HG1016,인종/민족
HG,사회과학,HG10,인류학,HG1017,물질문화
HG,사회과학,HG10,인류학,HG1018,문화변동
HG,사회과학,HG10,인류학,HG1099,달리 분류되지 않는 인류학
HG,사회과학,HG11,교육학,HG1101,교육철학/사상
HG,사회과학,HG11,교육학,HG1102,비교교육
HG,사회과학,HG11,교육학,HG1103,교육사학
HG,사회과학,HG11,교육학,HG1104,교육법학
HG,사회과학,HG11,교육학,HG1105,교육과정
HG,사회과학,HG11,교육학,HG1106,교수이론/교육방법/교수법
HG,사회과학,HG11,교육학,HG1107,교육공학
HG,사회과학,HG11,교육학,HG1108,교육평가
HG,사회과학,HG11,교육학,HG1109,교육심리
HG,사회과학,HG11,교육학,HG1110,교육행정/경영
HG,사회과학,HG11,교육학,HG1111,교육사회학
HG,사회과학,HG11,교육학,HG1112,교육인류학
HG,사회과학,HG11,교육학,HG1113,교육상담
HG,사회과학,HG11,교육학,HG1114,교육재정/경제
HG,사회과학,HG11,교육학,HG1115,유아교육
HG,사회과학,HG11,교육학,HG1116,초등교육
HG,사회과학,HG11,교육학,HG1117,중등교육
HG,사회과학,HG11,교육학,HG1118,고등교육
HG,사회과학,HG11,교육학,HG1119,특수교육
HG,사회과학,HG11,교육학,HG1120,평생학습/교육
HG,사회과학,HG11,교육학,HG1121,진로/직업교육
HG,사회과학,HG11,교육학,HG1122,교사교육
HG,사회과학,HG11,교육학,HG1123,성인교육
HG,사회과학,HG11,교육학,HG1124,국어
HG,사회과학,HG11,교육학,HG1125,작문
HG,사회과학,HG11,교육학,HG1126,영어
HG,사회과학,HG11,교육학,HG1127,한국어
HG,사회과학,HG11,교육학,HG1128,외국어
HG,사회과학,HG11,교육학,HG1129,일반사회
HG,사회과학,HG11,교육학,HG1130,역사
HG,사회과학,HG11,교육학,HG1131,지리
HG,사회과학,HG11,교육학,HG1132,윤리
HG,사회과학,HG11,교육학,HG1133,수학
HG,사회과학,HG11,교육학,HG1134,물리
HG,사회과학,HG11,교육학,HG1135,지구과학
HG,사회과학,HG11,교육학,HG1136,화학
HG,사회과학,HG11,교육학,HG1137,생물
HG,사회과학,HG11,교육학,HG1138,기술/실업
HG,사회과학,HG11,교육학,HG1139,환경
HG,사회과학,HG11,교육학,HG1140,가정
HG,사회과학,HG11,교육학,HG1141,컴퓨터
HG,사회과학,HG11,교육학,HG1142,음악
HG,사회과학,HG11,교육학,HG1143,미술
HG,사회과학,HG11,교육학,HG1144,체육
HG,사회과학,HG11,교육학,HG1199,달리 분류되지 않는 교육학
HG,사회과학,HG12,법학,HG1201,법철학
HG,사회과학,HG12,법학,HG1202,법사상
HG,사회과학,HG12,법학,HG1203,법정책
HG,사회과학,HG12,법학,HG1204,비교법
HG,사회과학,HG12,법학,HG1205,법학교육
HG,사회과학,HG12,법학,HG1206,법정보
HG,사회과학,HG12,법학,HG1207,법사학
HG,사회과학,HG12,법학,HG1208,법경제
HG,사회과학,HG12,법학,HG1209,법정치
HG,사회과학,HG12,법학,HG1210,법사회
HG,사회과학,HG12,법학,HG1211,법여성
HG,사회과학,HG12,법학,HG1212,법해석
HG,사회과학,HG12,법학,HG1213,입법
HG,사회과학,HG12,법학,HG1214,법과학
HG,사회과학,HG12,법학,HG1215,헌법
HG,사회과학,HG12,법학,HG1216,헌법재판
HG,사회과학,HG12,법학,HG1217,행정법
HG,사회과학,HG12,법학,HG1218,행정소송법
HG,사회과학,HG12,법학,HG1219,지방자치법
HG,사회과학,HG12,법학,HG1220,통일관계법(헌법/행정법)
HG,사회과학,HG12,법학,HG1221,인권법
HG,사회과학,HG12,법학,HG1222,형법
HG,사회과학,HG12,법학,HG1223,형사정책
HG,사회과학,HG12,법학,HG1224,형사소송법
HG,사회과학,HG12,법학,HG1225,민법
HG,사회과학,HG12,법학,HG1226,물권법
HG,사회과학,HG12,법학,HG1227,채권법
HG,사회과학,HG12,법학,HG1228,친족법
HG,사회과학,HG12,법학,HG1229,상속법
HG,사회과학,HG12,법학,HG1230,민사소송법
HG,사회과학,HG12,법학,HG1231,신용거래법(민사법)
HG,사회과학,HG12,법학,HG1232,전자거래법(민사법)
HG,사회과학,HG12,법학,HG1233,국제사법(민사법)
HG,사회과학,HG12,법학,HG1234,국제거래법(민사법)
HG,사회과학,HG12,법학,HG1235,상법
HG,사회과학,HG12,법학,HG1236,상행위
HG,사회과학,HG12,법학,HG1237,신용거래법(상사법)
HG,사회과학,HG12,법학,HG1238,전자거래법(상사법)
HG,사회과학,HG12,법학,HG1239,유가증권/어음수표법
HG,사회과학,HG12,법학,HG1240,해상/해상운송/보험법
HG,사회과학,HG12,법학,HG1241,국제사법(상사법)
HG,사회과학,HG12,법학,HG1242,국제거래법(상사법)
HG,사회과학,HG12,법학,HG1243,국제법
HG,사회과학,HG12,법학,HG1244,해양법
HG,사회과학,HG12,법학,HG1245,국제경제법
HG,사회과학,HG12,법학,HG1246,국제환경법
HG,사회과학,HG12,법학,HG1247,국제인권법
HG,사회과학,HG12,법학,HG1248,통일관계법(국제법)
HG,사회과학,HG12,법학,HG1249,경제법
HG,사회과학,HG12,법학,HG1250,조세법
HG,사회과학,HG12,법학,HG1251,노동법
HG,사회과학,HG12,법학,HG1252,사회보장/사회법
HG,사회과학,HG12,법학,HG1253,교육법
HG,사회과학,HG12,법학,HG1254,환경법
HG,사회과학,HG12,법학,HG1255,교통법
HG,사회과학,HG12,법학,HG1256,항공/우주법
HG,사회과학,HG12,법학,HG1257,의료/보건법
HG,사회과학,HG12,법학,HG1258,중재법
HG,사회과학,HG12,법학,HG1259,지적재산권법
HG,사회과학,HG12,법학,HG1260,토지/부동산/주택/농지법
HG,사회과학,HG12,법학,HG1261,소비자보호법
HG,사회과학,HG12,법학,HG1262,문화/미디어/엔터테인먼트/스포츠법
HG,사회과학,HG12,법학,HG1299,달리 분류되지 않는 법학
HG,사회과학,HG13,행정학 정책학,HG1301,행정이론/행정사
HG,사회과학,HG13,행정학 정책학,HG1302,행정철학/윤리
HG,사회과학,HG13,행정학 정책학,HG1303,행정조사/연구방법론
HG,사회과학,HG13,행정학 정책학,HG1304,비교행정
HG,사회과학,HG13,행정학 정책학,HG1305,공공조직/관리
HG,사회과학,HG13,행정학 정책학,HG1306,인사행정
HG,사회과학,HG13,행정학 정책학,HG1307,전자정부
HG,사회과학,HG13,행정학 정책학,HG1308,행정통제/개혁
HG,사회과학,HG13,행정학 정책학,HG1309,비정부조직
HG,사회과학,HG13,행정학 정책학,HG1310,재무행정
HG,사회과학,HG13,행정학 정책학,HG1311,정부회계
HG,사회과학,HG13,행정학 정책학,HG1312,공기업(재무행정)
HG,사회과학,HG13,행정학 정책학,HG1313,준정부기관(재무행정)
HG,사회과학,HG13,행정학 정책학,HG1314,광역/기초자치
HG,사회과학,HG13,행정학 정책학,HG1315,도시관리(자치행정)
HG,사회과학,HG13,행정학 정책학,HG1316,정부간관계/협상(자치행정)
HG,사회과학,HG13,행정학 정책학,HG1317,정책이론
HG,사회과학,HG13,행정학 정책학,HG1318,정책결정/집행
HG,사회과학,HG13,행정학 정책학,HG1319,정책분석/평가
HG,사회과학,HG13,행정학 정책학,HG1320,규제
HG,사회과학,HG13,행정학 정책학,HG1321,복지
HG,사회과학,HG13,행정학 정책학,HG1322,노동
HG,사회과학,HG13,행정학 정책학,HG1323,문화관광
HG,사회과학,HG13,행정학 정책학,HG1324,보건/의료
HG,사회과학,HG13,행정학 정책학,HG1325,산업/통상
HG,사회과학,HG13,행정학 정책학,HG1326,과학기술
HG,사회과학,HG13,행정학 정책학,HG1327,정보통신/방송
HG,사회과학,HG13,행정학 정책학,HG1328,환경/자원
HG,사회과학,HG13,행정학 정책학,HG1329,교육/학술
HG,사회과학,HG13,행정학 정책학,HG1330,농림수산
HG,사회과학,HG13,행정학 정책학,HG1331,소방/방재
HG,사회과학,HG13,행정학 정책학,HG1332,경찰/경호
HG,사회과학,HG13,행정학 정책학,HG1399,달리 분류되지 않는 행정학·정책학
HG,사회과학,HG14,군사학,HG1401,국방/안보/북한
HG,사회과학,HG14,군사학,HG1499,달리 분류되지 않는 군사학
HG,사회과학,HG15,지리학,HG1501,지적학이론/지적사
HG,사회과학,HG15,지리학,HG1502,지적행정/법
HG,사회과학,HG15,지리학,HG1503,지적측량/정보
HG,사회과학,HG15,지리학,HG1504,계량지리/방법론
HG,사회과학,HG15,지리학,HG1505,지적/지리정보
HG,사회과학,HG15,지리학,HG1506,지도학/지리정보시스템
HG,사회과학,HG15,지리학,HG1507,인구지리
HG,사회과학,HG15,지리학,HG1508,정치지리
HG,사회과학,HG15,지리학,HG1509,경제지리
HG,사회과학,HG15,지리학,HG1510,사회지리
HG,사회과학,HG15,지리학,HG1511,문화지리
HG,사회과학,HG15,지리학,HG1512,도시지리
HG,사회과학,HG15,지리학,HG1513,촌락지리
HG,사회과학,HG15,지리학,HG1514,교통지리
HG,사회과학,HG15,지리학,HG1515,역사지리
HG,사회과학,HG15,지리학,HG1516,관광지리
HG,사회과학,HG15,지리학,HG1517,풍수지리
HG,사회과학,HG15,지리학,HG1518,사진지리
HG,사회과학,HG15,지리학,HG1519,지리학사
HG,사회과학,HG15,지리학,HG1520,지형학
HG,사회과학,HG15,지리학,HG1521,기후학
HG,사회과학,HG15,지리학,HG1522,수문학
HG,사회과학,HG15,지리학,HG1523,토양지리
HG,사회과학,HG15,지리학,HG1524,생물지리
HG,사회과학,HG15,지리학,HG1525,환경지리
HG,사회과학,HG15,지리학,HG1526,생태지리
HG,사회과학,HG15,지리학,HG1527,해양지리
HG,사회과학,HG15,지리학,HG1528,지형경관론
HG,사회과학,HG15,지리학,HG1529,한국지형지
HG,사회과학,HG15,지리학,HG1530,경관생태론
HG,사회과학,HG15,지리학,HG1531,아시아
HG,사회과학,HG15,지리학,HG1532,아메리카
HG,사회과학,HG15,지리학,HG1533,유럽
HG,사회과학,HG15,지리학,HG1534,아프리카
HG,사회과학,HG15,지리학,HG1535,오세아니아
HG,사회과학,HG15,지리학,HG1536,극지
HG,사회과학,HG15,지리학,HG1537,해양
HG,사회과학,HG15,지리학,HG1538,부동산경제/부동산금융
HG,사회과학,HG15,지리학,HG1539,부동산분석/감정평가
HG,사회과학,HG15,지리학,HG1540,부동산정책/부동산조세
HG,사회과학,HG15,지리학,HG1541,부동산개발/관리
HG,사회과학,HG15,지리학,HG1542,부동산중개
HG,사회과학,HG15,지리학,HG1599,달리 분류되지 않는 지리학
HG,사회과학,HG16,국제 지역개발,HG1601,국토/지역개발/계획
HG,사회과학,HG16,국제 지역개발,HG1602,도시개발/계획(테크노폴리스)
HG,사회과학,HG16,국제 지역개발,HG1603,농촌/낙후지역개발
HG,사회과학,HG16,국제 지역개발,HG1604,지역경제
HG,사회과학,HG16,국제 지역개발,HG1605,교통/물류
HG,사회과학,HG16,국제 지역개발,HG1606,토지이용
HG,사회과학,HG16,국제 지역개발,HG1607,공원녹지/경관관리
HG,사회과학,HG16,국제 지역개발,HG1608,환경계획/평가
HG,사회과학,HG16,국제 지역개발,HG1609,지역에너지
HG,사회과학,HG16,국제 지역개발,HG1610,지역사회
HG,사회과학,HG16,국제 지역개발,HG1699,달리 분류되지 않는 국제·지역개발
HG,사회과학,HG17,관광학,HG1701,관광정책
HG,사회과학,HG17,관광학,HG1702,호텔/외식경영
HG,사회과학,HG17,관광학,HG1703,항공사/여행사경영
HG,사회과학,HG17,관광학,HG1704,관광행동/관광마케팅/서비스
HG,사회과학,HG17,관광학,HG1705,관광자원/리조트/테마파크/상품개발
HG,사회과학,HG17,관광학,HG1706,관광콘텐츠/정보
HG,사회과학,HG17,관광학,HG1707,관광문화/교육
HG,사회과학,HG17,관광학,HG1708,컨벤션/카지노/크루즈
HG,사회과학,HG17,관광학,HG1709,문화관광/축제/이벤트
HG,사회과학,HG17,관광학,HG1710,녹색/환경/생태관광
HG,사회과학,HG17,관광학,HG1799,달리 분류되지 않는 관광학
HG,사회과학,HG18,신문방송학,HG1801,커뮤니케이션 이론
HG,사회과학,HG18,신문방송학,HG1802,언론/미디어정책
HG,사회과학,HG18,신문방송학,HG1803,언론사상
HG,사회과학,HG18,신문방송학,HG1804,언론사
HG,사회과학,HG18,신문방송학,HG1805,정치 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1806,매스 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1807,휴먼 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1808,비판 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1809,인터넷 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1810,인간 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1811,국제 커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1812,설득커뮤니케이션
HG,사회과학,HG18,신문방송학,HG1813,방송
HG,사회과학,HG18,신문방송학,HG1814,신문
HG,사회과학,HG18,신문방송학,HG1815,영상
HG,사회과학,HG18,신문방송학,HG1816,인터넷
HG,사회과학,HG18,신문방송학,HG1817,뉴미디어
HG,사회과학,HG18,신문방송학,HG1818,미디어산업
HG,사회과학,HG18,신문방송학,HG1819,미디어문화
HG,사회과학,HG18,신문방송학,HG1820,수용자연구
HG,사회과학,HG18,신문방송학,HG1821,미디어경영
HG,사회과학,HG18,신문방송학,HG1822,광고이론
HG,사회과학,HG18,신문방송학,HG1823,광고기획관리
HG,사회과학,HG18,신문방송학,HG1824,광고표현
HG,사회과학,HG18,신문방송학,HG1825,광고효과
HG,사회과학,HG18,신문방송학,HG1826,광고산업 및 정책
HG,사회과학,HG18,신문방송학,HG1827,홍보이론
HG,사회과학,HG18,신문방송학,HG1828,홍보기획관리
HG,사회과학,HG18,신문방송학,HG1829,홍보효과
HG,사회과학,HG18,신문방송학,HG1830,홍보산업 및 정책
HG,사회과학,HG18,신문방송학,HG1831,광고홍보 이벤트/SP
HG,사회과학,HG18,신문방송학,HG1899,달리 분류되지 않는 신문방송학
HG,사회과학,HG19,심리과학,HG1901,심리학사
HG,사회과학,HG19,심리과학,HG1902,심리학 연구방법
HG,사회과학,HG19,심리과학,HG1903,생물심리
HG,사회과학,HG19,심리과학,HG1904,학습심리
HG,사회과학,HG19,심리과학,HG1905,지각심리
HG,사회과학,HG19,심리과학,HG1906,인지심리
HG,사회과학,HG19,심리과학,HG1907,공학심리
HG,사회과학,HG19,심리과학,HG1908,언어심리
HG,사회과학,HG19,심리과학,HG1909,사회심리
HG,사회과학,HG19,심리과학,HG1910,성격심리
HG,사회과학,HG19,심리과학,HG1911,사회문제
HG,사회과학,HG19,심리과학,HG1912,문화심리
HG,사회과학,HG19,심리과학,HG1913,법정심리
HG,사회과학,HG19,심리과학,HG1914,범죄심리
HG,사회과학,HG19,심리과학,HG1915,군사심리
HG,사회과학,HG19,심리과학,HG1916,재난심리
HG,사회과학,HG19,심리과학,HG1917,조직심리
HG,사회과학,HG19,심리과학,HG1918,산업심리
HG,사회과학,HG19,심리과학,HG1919,소비자심리
HG,사회과학,HG19,심리과학,HG1920,광고심리
HG,사회과학,HG19,심리과학,HG1921,인사/심리
HG,사회과학,HG19,심리과학,HG1922,아동심리
HG,사회과학,HG19,심리과학,HG1923,청년심리
HG,사회과학,HG19,심리과학,HG1924,성인/노인심리
HG,사회과학,HG19,심리과학,HG1925,여성심리
HG,사회과학,HG19,심리과학,HG1926,가족심리
HG,사회과학,HG19,심리과학,HG1927,개인상담
HG,사회과학,HG19,심리과학,HG1928,집단상담
HG,사회과학,HG19,심리과학,HG1929,부부 및 가족상담
HG,사회과학,HG19,심리과학,HG1930,진로 및 학업상담
HG,사회과학,HG19,심리과학,HG1931,아동 및 청소년상담
HG,사회과학,HG19,심리과학,HG1932,학교심리
HG,사회과학,HG19,심리과학,HG1933,인지장애
HG,사회과학,HG19,심리과학,HG1934,정서장애
HG,사회과학,HG19,심리과학,HG1935,성격장애
HG,사회과학,HG19,심리과학,HG1936,발달장애
HG,사회과학,HG19,심리과학,HG1937,노년기장애
HG,사회과학,HG19,심리과학,HG1938,정신장애예방
HG,사회과학,HG19,심리과학,HG1939,건강심리
HG,사회과학,HG19,심리과학,HG1940,중독
HG,사회과학,HG19,심리과학,HG1999,달리 분류되지 않는 심리과학
HG,사회과학,HG20,생활과학,HG2001,가정철학/윤리
HG,사회과학,HG20,생활과학,HG2002,가정생활문화
HG,사회과학,HG20,생활과학,HG2003,가정경영이론/정책
HG,사회과학,HG20,생활과학,HG2004,가사노동/여가관리/생활시간
HG,사회과학,HG20,생활과학,HG2005,가족기업/공공가정관리
HG,사회과학,HG20,생활과학,HG2006,가족정책
HG,사회과학,HG20,생활과학,HG2007,가족관계
HG,사회과학,HG20,생활과학,HG2008,가족생활사
HG,사회과학,HG20,생활과학,HG2009,가족상담/가족문제
HG,사회과학,HG20,생활과학,HG2010,가족생활교육
HG,사회과학,HG20,생활과학,HG2011,가족발달/노년학
HG,사회과학,HG20,생활과학,HG2012,아동/청소년정책
HG,사회과학,HG20,생활과학,HG2013,영유아보육
HG,사회과학,HG20,생활과학,HG2014,아동/청소년 발달
HG,사회과학,HG20,생활과학,HG2015,아동/청소년 상담/치료
HG,사회과학,HG20,생활과학,HG2016,청소년 활동/문화
HG,사회과학,HG20,생활과학,HG2017,부모교육
HG,사회과학,HG20,생활과학,HG2018,소비자이론/정책
HG,사회과학,HG20,생활과학,HG2019,소비자행태
HG,사회과학,HG20,생활과학,HG2020,소비자정보/소비자교육
HG,사회과학,HG20,생활과학,HG2021,소비문화/트렌드
HG,사회과학,HG20,생활과학,HG2022,가계경제/재무
HG,사회과학,HG20,생활과학,HG2023,의류설계 및 구성
HG,사회과학,HG20,생활과학,HG2024,의류관리
HG,사회과학,HG20,생활과학,HG2025,의류환경
HG,사회과학,HG20,생활과학,HG2026,패션문화사
HG,사회과학,HG20,생활과학,HG2027,복식미학
HG,사회과학,HG20,생활과학,HG2028,패션마케팅
HG,사회과학,HG20,생활과학,HG2029,패션소비자행동
HG,사회과학,HG20,생활과학,HG2030,주거복지/정책
HG,사회과학,HG20,생활과학,HG2031,주거/단지계획 및 디자인
HG,사회과학,HG20,생활과학,HG2032,주거환경/친환경주거
HG,사회과학,HG20,생활과학,HG2033,주거관리/평가
HG,사회과학,HG20,생활과학,HG2034,주거사회/문화
HG,사회과학,HG20,생활과학,HG2099,달리 분류되지 않는 생활과학
HG,사회과학,HG21,문헌정보학,HG2101,도서/도서관사
HG,사회과학,HG21,문헌정보학,HG2102,도서관/정보정책
HG,사회과학,HG21,문헌정보학,HG2103,독서지도/정보문해
HG,사회과학,HG21,문헌정보학,HG2104,출판/저작권
HG,사회과학,HG21,문헌정보학,HG2105,도서관/정보센터 경영/평가
HG,사회과학,HG21,문헌정보학,HG2106,도서관/정보서비스
HG,사회과학,HG21,문헌정보학,HG2107,지식관리
HG,사회과학,HG21,문헌정보학,HG2108,정보원/정보매체/장서관리
HG,사회과학,HG21,문헌정보학,HG2109,정보행위/이용자연구
HG,사회과학,HG21,문헌정보학,HG2110,분류/편목
HG,사회과학,HG21,문헌정보학,HG2111,색인/시소러스/온톨로지
HG,사회과학,HG21,문헌정보학,HG2112,데이터/메타데이터 의미관리
HG,사회과학,HG21,문헌정보학,HG2113,서지/용어/인용분석
HG,사회과학,HG21,문헌정보학,HG2114,검색모형/기법
HG,사회과학,HG21,문헌정보학,HG2115,자동분류/클러스터링
HG,사회과학,HG21,문헌정보학,HG2116,시스템분석/설계
HG,사회과학,HG21,문헌정보학,HG2117,데이터 모델링/인포메이션 아키텍쳐
HG,사회과학,HG21,문헌정보학,HG2118,데이터베이스 설계/구축
HG,사회과학,HG21,문헌정보학,HG2119,형태/체계서지학
HG,사회과학,HG21,문헌정보학,HG2120,교감학
HG,사회과학,HG21,문헌정보학,HG2121,고전자료조직
HG,사회과학,HG21,문헌정보학,HG2122,고문서관리
HG,사회과학,HG21,문헌정보학,HG2123,금석자료
HG,사회과학,HG21,문헌정보학,HG2124,기록법제
HG,사회과학,HG21,문헌정보학,HG2125,전자기록관리
HG,사회과학,HG21,문헌정보학,HG2126,민간기록관리
HG,사회과학,HG21,문헌정보학,HG2127,선별평가
HG,사회과학,HG21,문헌정보학,HG2128,기록서비스
HG,사회과학,HG21,문헌정보학,HG2199,달리 분류되지 않는 문헌정보학
HG,사회과학,HG22,여성학,HG2201,여성주의 이론/방법론
HG,사회과학,HG22,여성학,HG2202,여성과 문학/종교/심리
HG,사회과학,HG22,여성학,HG2203,섹슈얼리티/몸/성역할
HG,사회과학,HG22,여성학,HG2204,여성과 일
HG,사회과학,HG22,여성학,HG2205,여성과 가족
HG,사회과학,HG22,여성학,HG2206,여성과 역사
HG,사회과학,HG22,여성학,HG2207,여성과 정치/경제/사회제도
HG,사회과학,HG22,여성학,HG2208,여성과 문화/예술/미디어
HG,사회과학,HG22,여성학,HG2209,여성주의 지역연구
HG,사회과학,HG22,여성학,HG2210,여성운동/인권
HG,사회과학,HG22,여성학,HG2211,여성정책/복지
HG,사회과학,HG22,여성학,HG2212,여성주의 공간/생태/환경
HG,사회과학,HG22,여성학,HG2213,여성과 과학
HG,사회과학,HG22,여성학,HG2299,달리 분류되지 않는 여성학
HG,사회과학,HG23,기타 사회과학,HG2399,달리 분류되지 않는 사회과학
HH,문화예술체육학,HH01,음악학,HH0101,한국음악
HH,문화예술체육학,HH01,음악학,HH0102,서양음악
HH,문화예술체육학,HH01,음악학,HH0103,음악사(한국/서양)
HH,문화예술체육학,HH01,음악학,HH0104,종족음악/세계음악
HH,문화예술체육학,HH01,음악학,HH0105,음악미학/철학
HH,문화예술체육학,HH01,음악학,HH0106,실용음악(대중/종교/광고/영화/무용음악 등)
HH,문화예술체육학,HH01,음악학,HH0107,음악심리/치료
HH,문화예술체육학,HH01,음악학,HH0108,음악교육
HH,문화예술체육학,HH01,음악학,HH0199,달리 분류되지 않는 음악학
HH,문화예술체육학,HH02,미술,HH0201,미술이론
HH,문화예술체육학,HH02,미술,HH0202,미술비평
HH,문화예술체육학,HH02,미술,HH0203,미술재료학
HH,문화예술체육학,HH02,미술,HH0204,미술복원학
HH,문화예술체육학,HH02,미술,HH0205,종교미술
HH,문화예술체육학,HH02,미술,HH0206,비교미술
HH,문화예술체육학,HH02,미술,HH0207,한국화
HH,문화예술체육학,HH02,미술,HH0208,동양화
HH,문화예술체육학,HH02,미술,HH0209,서양화
HH,문화예술체육학,HH02,미술,HH0210,판화
HH,문화예술체육학,HH02,미술,HH0211,조소
HH,문화예술체육학,HH02,미술,HH0212,공예
HH,문화예술체육학,HH02,미술,HH0213,서예
HH,문화예술체육학,HH02,미술,HH0214,미술교육
HH,문화예술체육학,HH02,미술,HH0299,달리 분류되지 않는 미술
HH,문화예술체육학,HH03,디자인,HH0301,디자인 이론
HH,문화예술체육학,HH03,디자인,HH0302,디자인 조형
HH,문화예술체육학,HH03,디자인,HH0303,디자인 경영
HH,문화예술체육학,HH03,디자인,HH0304,디자인 공학
HH,문화예술체육학,HH03,디자인,HH0305,디자인 평가
HH,문화예술체육학,HH03,디자인,HH0306,가정용제품디자인
HH,문화예술체육학,HH03,디자인,HH0307,산업용제품/기기디자인
HH,문화예술체육학,HH03,디자인,HH0308,환경/공공시스템디자인
HH,문화예술체육학,HH03,디자인,HH0309,멀티미디어디자인
HH,문화예술체육학,HH03,디자인,HH0310,비쥬얼커뮤니케이션
HH,문화예술체육학,HH03,디자인,HH0311,디스플레이/전시디자인
HH,문화예술체육학,HH03,디자인,HH0312,실내/공간디자인
HH,문화예술체육학,HH03,디자인,HH0313,공공디자인
HH,문화예술체육학,HH03,디자인,HH0314,직물디자인
HH,문화예술체육학,HH03,디자인,HH0315,편성물(Knit)디자인
HH,문화예술체육학,HH03,디자인,HH0316,서피스(Surface) 디자인
HH,문화예술체육학,HH03,디자인,HH0399,달리 분류되지 않는 디자인
HH,문화예술체육학,HH04,의상,HH0401,패션정보
HH,문화예술체육학,HH04,의상,HH0402,패션디자인
HH,문화예술체육학,HH04,의상,HH0403,코스튬디자인
HH,문화예술체육학,HH04,의상,HH0404,한국전통복식디자인
HH,문화예술체육학,HH04,의상,HH0405,패션일러스트레이션
HH,문화예술체육학,HH04,의상,HH0499,달리 분류되지 않는 의상
HH,문화예술체육학,HH05,사진,HH0501,사진
HH,문화예술체육학,HH05,사진,HH0599,달리 분류되지 않는 사진
HH,문화예술체육학,HH06,미용,HH0699,달리 분류되지 않는 미용
HH,문화예술체육학,HH07,연극,HH0701,연극이론/비평
HH,문화예술체육학,HH07,연극,HH0702,연극사
HH,문화예술체육학,HH07,연극,HH0703,연기
HH,문화예술체육학,HH07,연극,HH0704,연극연출
HH,문화예술체육학,HH07,연극,HH0705,희곡/극작
HH,문화예술체육학,HH07,연극,HH0706,무대미술/기술/효과
HH,문화예술체육학,HH07,연극,HH0707,연극치료
HH,문화예술체육학,HH07,연극,HH0708,TV/뮤지컬/이벤트
HH,문화예술체육학,HH07,연극,HH0709,연극교육
HH,문화예술체육학,HH07,연극,HH0799,달리 분류되지 않는 연극
HH,문화예술체육학,HH08,영화,HH0801,영화이론/비평
HH,문화예술체육학,HH08,영화,HH0802,영화사
HH,문화예술체육학,HH08,영화,HH0803,영화/드라마 제작 및 관련기술
HH,문화예술체육학,HH08,영화,HH0804,영상매체/매체기술
HH,문화예술체육학,HH08,영화,HH0805,영화산업/정책
HH,문화예술체육학,HH08,영화,HH0806,인접미디어(TV/CF/뮤직비디오)
HH,문화예술체육학,HH08,영화,HH0807,영화작가/대본
HH,문화예술체육학,HH08,영화,HH0808,영화감독/연기
HH,문화예술체육학,HH08,영화,HH0809,애니메이션 영화
HH,문화예술체육학,HH08,영화,HH0810,영화교육
HH,문화예술체육학,HH08,영화,HH0899,달리 분류되지 않는 영화
HH,문화예술체육학,HH09,체육,HH0901,체육철학/체육사
HH,문화예술체육학,HH09,체육,HH0902,스포츠심리학
HH,문화예술체육학,HH09,체육,HH0903,스포츠사회학
HH,문화예술체육학,HH09,체육,HH0904,스포츠경영학
HH,문화예술체육학,HH09,체육,HH0905,스포츠산업
HH,문화예술체육학,HH09,체육,HH0906,특수/장애인체육
HH,문화예술체육학,HH09,체육,HH0907,여가/레크리에이션
HH,문화예술체육학,HH09,체육,HH0908,체육교육
HH,문화예술체육학,HH09,체육,HH0909,운동생리학/운동처방
HH,문화예술체육학,HH09,체육,HH0910,운동영양학/운동생화학
HH,문화예술체육학,HH09,체육,HH0911,운동역학
HH,문화예술체육학,HH09,체육,HH0912,스포츠의학
HH,문화예술체육학,HH09,체육,HH0913,스포츠측정/분석
HH,문화예술체육학,HH09,체육,HH0914,스포츠환경/시설
HH,문화예술체육학,HH09,체육,HH0915,스포츠종목 경기력향상
HH,문화예술체육학,HH09,체육,HH0999,달리 분류되지 않는 체육
HH,문화예술체육학,HH10,무용,HH1001,무용이론/비평
HH,문화예술체육학,HH10,무용,HH1002,무용철학/미학/무용사
HH,문화예술체육학,HH10,무용,HH1003,무용보/움직임 분석
HH,문화예술체육학,HH10,무용,HH1004,무용심리학(무용치료 포함)
HH,문화예술체육학,HH10,무용,HH1005,무용사회학/인류학
HH,문화예술체육학,HH10,무용,HH1006,무용교육(안무/연출 포함)
HH,문화예술체육학,HH10,무용,HH1099,달리 분류되지 않는 무용
